timestamp,system_id,unit_id,unit_role,mode,defrost,error_code,set_temp,room_temp,inlet_temp,outdoor_temp,liquid_pipe_temp,gas_pipe_temp,discharge_temp,suction_temp,heatsink_temp,cond_temp,evap_temp,subcool,superheat,high_pressure,low_pressure,comp_freq,comp_current,power,lev_pulse,fan_speed,capacity_demand
2026-01-06 03:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.999669157092324,24.829610768812888,,13.566205976004287,11.122398860873032,,,,,,,,,,,,,331.7775611716016,1001.4742640003775,83.15960837180087
2026-01-06 03:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.336373250980227,24.526741904563266,,13.455684403669038,11.819631870042755,,,,,,,,,,,,,288.50004108041435,965.7337718051239,73.43213279824779
2026-01-06 04:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.645468040191634,25.639379462749353,,14.173328684281328,11.847861994558388,,,,,,,,,,,,,298.698362719347,983.6081371016271,68.3928948189828
2026-01-06 04:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.120351667512843,24.453500238126242,,14.052059999260015,11.101511584892503,,,,,,,,,,,,,307.7950051634975,975.0615488987359,84.16923814251565
2026-01-06 04:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.354847367837706,25.501909430009334,,13.80047458205447,12.70969700739208,,,,,,,,,,,,,288.11931330537345,994.0799703314854,80.58802959737889
2026-01-06 04:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.41413253924034,25.581239730369962,,13.155384493215578,12.435489406722732,,,,,,,,,,,,,308.5743472698028,1023.8380457842248,72.44899534451986
2026-01-06 05:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.24083153606394,25.28696296555278,,13.015664731407938,12.355987342855155,,,,,,,,,,,,,334.9217863902116,1022.9612625116155,82.78933405548847
2026-01-06 05:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.914309608763197,24.95604407564573,,14.135699836154032,11.369334102822165,,,,,,,,,,,,,322.8551398009969,1004.7838803882074,74.1545322365981
2026-01-06 05:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.098598322163546,25.22925289560261,,14.368310855478631,11.779174580964744,,,,,,,,,,,,,318.9696967167277,1023.3381496860419,72.83010335183839
2026-01-06 05:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.728683956179715,24.91321771956248,,14.397435587523255,11.722253084881572,,,,,,,,,,,,,318.75795432849696,1003.6793069862824,78.94413776324366
2026-01-06 06:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.242797397744056,25.100683345285283,,13.35641411826807,11.792619757388895,,,,,,,,,,,,,311.67946324820014,990.6900090624539,77.35099693172269
2026-01-06 06:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.661899449602256,24.760355585063984,,14.514389767698791,11.433663978251278,,,,,,,,,,,,,324.2474297877626,990.7187486029695,74.20608548873862
2026-01-06 06:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.909282681305996,25.43350012595521,,13.715811064963482,12.20021322666217,,,,,,,,,,,,,307.1487651843499,1000.8684808058491,77.7149017479508
2026-01-06 06:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.27966006430403,25.26172205892494,,14.155781321693365,12.076187324206938,,,,,,,,,,,,,302.5050186237323,1045.0865518185408,74.24690054826608
2026-01-06 07:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.63163495438926,24.580526271268436,,14.140197339912303,12.114537744839739,,,,,,,,,,,,,309.48618969104155,988.1846488498193,79.21006949851999
2026-01-06 07:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.83764956258697,24.699155575906452,,13.492617041205351,11.64088536977637,,,,,,,,,,,,,320.4012568307501,1037.4792927845183,78.3193318499577
2026-01-06 07:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.97315898017181,24.68344613528317,,13.552096540530824,12.49326819512946,,,,,,,,,,,,,310.3891558119544,1036.3964525022386,81.59298186579076
2026-01-06 07:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.494336239572092,24.732113525000322,,12.75721911145362,11.887616215810521,,,,,,,,,,,,,313.93044869788315,1003.0152886455377,74.90492112980058
2026-01-06 08:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,25.21533715290942,25.227530236569944,,13.27368053469588,10.363140758799176,,,,,,,,,,,,,271.5997359882818,1001.9640444375864,69.73849010512238
2026-01-06 08:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.933701839489206,24.993627359617523,,12.761668195028218,11.342882317271066,,,,,,,,,,,,,317.7840376717776,986.555966319164,68.93633933221773
2026-01-06 08:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.338676347974076,24.70764320195095,,13.805385246316417,11.558205712575853,,,,,,,,,,,,,332.7102262819179,993.7206192984444,73.3642332110757
2026-01-06 08:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.737749064259802,25.239586912963166,,13.534388072988772,11.986342555468733,,,,,,,,,,,,,315.133949207159,1002.3656683230744,81.25822576220004
2026-01-06 09:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.474506229736818,24.296797045896774,,13.871239596909419,11.263854093639129,,,,,,,,,,,,,287.6621078389156,984.035297941632,76.69409918317317
2026-01-06 09:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.462078425137,24.672990127325445,,13.496962745794798,11.19364884539636,,,,,,,,,,,,,276.834099670691,998.0187785563412,68.03277097254099
2026-01-06 09:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.63178486804957,24.75655395513717,,12.900143998709554,10.886114727109245,,,,,,,,,,,,,290.68764922862306,995.7260383713117,74.70453705413556
2026-01-06 09:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.34266295668994,24.422581429752935,,13.284240998913381,11.443917131687643,,,,,,,,,,,,,268.529576043847,972.5117449040517,62.83901888741431
2026-01-06 10:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.789353485980335,24.885349231329897,,12.804787443125058,10.776206398170746,,,,,,,,,,,,,290.885073127234,965.5141600333807,72.34323011711439
2026-01-06 10:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.2308911335458,24.226583563482535,,13.189108225755389,10.582852259859841,,,,,,,,,,,,,268.65616453748044,950.8281683753453,63.901626722965084
2026-01-06 10:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.677196387364354,24.995453014793778,,12.923053347624883,10.394288903104172,,,,,,,,,,,,,287.3709611252497,951.8121288282897,68.18446448962811
2026-01-06 10:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.308311628525313,24.431641304069203,,12.148592316392522,10.921169667875375,,,,,,,,,,,,,289.7184096417991,915.3065787270078,65.9212434538667
2026-01-06 11:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.515549651698304,24.584955607754303,,12.518737630036629,10.251150760409603,,,,,,,,,,,,,235.04536399044866,938.124549613291,59.8451028847395
2026-01-06 11:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,24.032689924621145,24.282574765860197,,12.417847667407692,9.552231922251275,,,,,,,,,,,,,266.09708948367705,926.4785239452212,61.28488493471251
2026-01-06 11:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,23.97894100809504,24.15875681435406,,12.107196908311902,10.572380763029662,,,,,,,,,,,,,247.35735341218378,897.4216665239699,52.678705022878006
2026-01-06 11:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,23.7196635429361,23.81222219486746,,12.578259546459195,9.780138171171615,,,,,,,,,,,,,232.7774886505267,949.767983330376,56.03014890775934
2026-01-06 12:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.572808947584814,24.239304663046305,,12.856525450351695,10.178501364392693,,,,,,,,,,,,,240.73985626711058,879.5661931158991,60.19587598563549
2026-01-06 12:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.4466028930302,24.567626223943844,,11.685326885014872,10.056086318685626,,,,,,,,,,,,,242.79180405070423,873.7719668454012,73.67295332250588
2026-01-06 12:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.39027625303754,24.60769089346711,,11.563598374026428,10.340751103252348,,,,,,,,,,,,,257.6737370849011,888.8539765990834,55.0277326467104
2026-01-06 12:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,28.003013637161168,24.17466328695527,,10.485787767028194,10.132084565576337,,,,,,,,,,,,,215.4734716842591,836.8799168140105,50.33016954245858
2026-01-06 13:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.0266701984313,23.645245448069584,,11.41790220637803,9.194847109365144,,,,,,,,,,,,,250.2330461012113,852.0997279920258,43.219142877176836
2026-01-06 13:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.791535652121585,23.547028577626424,,11.139029719306391,9.273928776846587,,,,,,,,,,,,,260.9845757600509,829.9488889803004,52.04160136338929
2026-01-06 13:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.58079718142075,23.524547453304574,,10.154043561495703,8.589430098126387,,,,,,,,,,,,,236.00061004684912,833.7369930970276,36.89494836024278
2026-01-06 13:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.509673690147242,23.571481558445704,,11.259669454167588,9.954088948130916,,,,,,,,,,,,,231.6517973326955,843.2233638731965,39.6855161455674
2026-01-06 14:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.365138059724146,23.991010310259725,,11.295506602392496,9.220813607396092,,,,,,,,,,,,,219.79866074420067,845.3190122405211,44.06347460666455
2026-01-06 14:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.43770884480455,23.318030110764116,,10.521806165366248,9.586068895092358,,,,,,,,,,,,,199.0401824811443,854.3054533063226,34.83446122378019
2026-01-06 14:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.195890602159384,23.144433495116452,,10.596170977352532,8.622979050399307,,,,,,,,,,,,,221.4967241684892,841.9772936058275,47.272535179702835
2026-01-06 14:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.145544158352937,23.264746922081113,,10.198066463413777,7.65673615631848,,,,,,,,,,,,,216.19966335689787,843.4601226427678,43.76539240328516
2026-01-06 15:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.464563960226517,23.736935345645765,,10.967057500199275,9.3516427663256,,,,,,,,,,,,,218.54748677436504,825.8259531681095,34.24126905445452
2026-01-06 15:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.07844035827322,23.15019469538946,,9.737598389313328,8.54287918942746,,,,,,,,,,,,,243.4222167840678,799.3598619123788,33.18792159249354
2026-01-06 15:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.70240857132275,23.391403968798617,,10.256662674198424,8.479885871194021,,,,,,,,,,,,,213.3155136829467,825.9898381343053,28.321240478285166
2026-01-06 15:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.77131799323039,23.385683735568794,,11.312596859288549,8.364792357893393,,,,,,,,,,,,,206.49749845527987,789.4028163714268,26.958179906608812
2026-01-06 16:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,26.632436288392245,22.772546711097867,,10.293743159437055,8.590286254170449,,,,,,,,,,,,,221.4674455934802,782.7379604249206,35.33801203269384
2026-01-06 16:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.10438655222871,22.803559918867975,,10.440220442740037,8.472821159122468,,,,,,,,,,,,,176.00939461898872,821.828031167159,35.47462012097703
2026-01-06 16:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.560679547156926,22.93537128277137,,10.078913871506424,7.356972659394468,,,,,,,,,,,,,177.42668893032436,803.7869391105545,33.43443596689899
2026-01-06 16:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.54567543483194,22.661645095848247,,9.518926807642993,8.649586468575967,,,,,,,,,,,,,187.55609483010744,789.6635480637159,32.428885981363905
2026-01-06 17:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.520581859907384,23.526946794281017,,10.05181270381205,7.803671476576148,,,,,,,,,,,,,182.22051139705962,798.0218349697146,27.810946458736435
2026-01-06 17:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.598243967163047,22.698902374885616,,10.24166627729846,7.8049054160916995,,,,,,,,,,,,,201.5618835969799,798.7647535271672,32.05677035385972
2026-01-06 17:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.679457714826466,22.59966667984903,,9.505789457352654,8.880824648795961,,,,,,,,,,,,,185.75169006392437,752.7212345406989,22.59995712031421
2026-01-06 17:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.70936235775004,22.648042820868525,,10.175089111589417,8.464561457463153,,,,,,,,,,,,,216.2274722205875,777.2882952292157,29.86414319806988
2026-01-06 18:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.940415859600233,23.038942809586466,,10.622455014502108,7.83090722352855,,,,,,,,,,,,,212.80671130017998,755.3539433894252,37.16301618689797
2026-01-06 18:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.49967602607386,22.94626000730732,,10.539126854042753,7.076086083152566,,,,,,,,,,,,,201.67953031006644,781.5998850794227,36.45942794816946
2026-01-06 18:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.70896030347982,22.65870543292835,,9.225737637267812,8.097928912550511,,,,,,,,,,,,,184.72343157023437,766.5253581571692,27.659028235695324
2026-01-06 18:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.087351322003343,22.537926797201646,,9.55078964466618,8.307757350121236,,,,,,,,,,,,,200.40714158832452,808.3434714452311,28.5736128247621
2026-01-06 19:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.46028004974908,23.1371519390979,,9.261308686313786,8.027880592998763,,,,,,,,,,,,,204.2103405788472,793.3462664192202,37.534334633060226
2026-01-06 19:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.188296704264495,22.580636603002073,,10.64171734412874,7.4831202112813715,,,,,,,,,,,,,177.18561754799822,769.0486648767215,40.065187894148025
2026-01-06 19:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.841579286616373,23.26055809146519,,10.457405610365438,7.756896952301194,,,,,,,,,,,,,199.79892402852659,787.6610735382396,24.16487324247953
2026-01-06 19:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,28.0770696167902,23.02565472294579,,10.557824797270003,7.57864396393512,,,,,,,,,,,,,206.77934229985075,767.0679546390687,30.208373794925528
2026-01-06 20:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.628757907278924,22.838023469281914,,9.828774039642687,8.375647458827679,,,,,,,,,,,,,201.28543136666423,795.7806783187293,34.29478103003478
2026-01-06 20:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.168275333000025,23.65427023734092,,9.75372779559469,8.746769251999567,,,,,,,,,,,,,223.67847524867537,810.0461810278053,40.09814239893099
2026-01-06 20:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.46528954979053,23.59657706449426,,10.451747185401171,8.925992808460418,,,,,,,,,,,,,220.6112445994526,808.9457309100138,30.731761163661833
2026-01-06 20:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.500845427899833,23.63308837376893,,10.546812212491561,8.130206440184146,,,,,,,,,,,,,192.50587591319007,770.1104170939929,39.198299195012865
2026-01-06 21:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.543187851576874,23.24439425662434,,10.15865973212847,8.703299079229181,,,,,,,,,,,,,209.44082821031918,807.3324345498356,35.58616326767808
2026-01-06 21:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.76590228121738,23.523752177451627,,10.752396312482743,8.958343266698664,,,,,,,,,,,,,197.9063609658264,829.9262448989,50.21012599449283
2026-01-06 21:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.732184685650957,23.616196991130913,,11.104761167341401,8.526902572806362,,,,,,,,,,,,,222.16765346981572,831.9417282513559,41.71092048773654
2026-01-06 21:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,26.831327179251158,24.077398806850947,,11.002867423255815,8.814605841485669,,,,,,,,,,,,,203.6585629544563,855.3725965782205,40.2067891589195
2026-01-06 22:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.835389435994603,23.206323629971283,,10.480310231658676,10.061933190868746,,,,,,,,,,,,,233.84966907259198,813.1878044218839,40.590811550095935
2026-01-06 22:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.36967638378936,23.783806784007375,,10.059091538805344,9.21798412630205,,,,,,,,,,,,,229.28485531122578,856.2632108642573,49.01437782117219
2026-01-06 22:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.354059796198957,23.930651978440896,,11.105193161741555,9.676112597274335,,,,,,,,,,,,,241.60151284626158,839.9400068709623,48.61492519124678
2026-01-06 22:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.84804462041401,23.811954019060344,,11.43929852488842,9.13970392652045,,,,,,,,,,,,,228.537362828651,864.1943506917563,41.30184768881545
2026-01-06 23:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.42716856612298,23.693984604037578,,11.352320009689599,9.503240630498095,,,,,,,,,,,,,212.62645935126199,875.9145653898139,49.39251770594172
2026-01-06 23:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.15129813161653,23.141517657387023,,11.395644287690235,8.752654901468949,,,,,,,,,,,,,264.78210840587764,889.1821643608039,43.17561344276845
2026-01-06 23:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.162556139607155,23.569315814358475,,11.393225017365953,9.726412706767608,,,,,,,,,,,,,239.57990083884835,871.668116048881,47.7161070827294
2026-01-06 23:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.50840528278442,24.471342220358608,,12.227012747364187,10.465332724551887,,,,,,,,,,,,,266.7261631734451,894.7086835604181,46.64004976068366
2026-01-07 00:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.720867535250978,24.060304508444638,,11.973812660894744,11.04944928922448,,,,,,,,,,,,,256.452735055898,875.507790509992,48.11854417873962
2026-01-07 00:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.869283160157032,23.558256054788608,,12.192416546148285,10.7291267723337,,,,,,,,,,,,,264.03287248413983,878.5087415876395,52.96173804238372
2026-01-07 00:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.451367279783547,24.522542728068927,,11.775290574546453,10.604480358857485,,,,,,,,,,,,,285.27780824792234,925.6201607741731,53.11755164110974
2026-01-07 00:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.37698117565416,24.00173204994858,,12.07996980735824,10.416662811308415,,,,,,,,,,,,,266.80894884834566,921.1788017780219,62.30211113226784
2026-01-07 01:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.89986585931727,23.561112370204537,,12.599537037529014,10.217653526524316,,,,,,,,,,,,,286.5326123165153,897.5502575017429,65.24543841322593
2026-01-07 01:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.379733314585767,23.883605476337106,,12.140170012528916,10.562743169027076,,,,,,,,,,,,,247.02148459234198,920.430371424762,61.611574704519356
2026-01-07 01:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.858656355615842,24.186140177498146,,12.135717376991087,11.071784879069783,,,,,,,,,,,,,286.02750818590323,945.1508341723768,58.72356241650572
2026-01-07 01:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.55279402250982,24.591598209643603,,12.720001879590328,10.492005914280366,,,,,,,,,,,,,272.90901524032824,983.0109737411137,69.87015939154385
2026-01-07 02:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.55350602432194,24.137572774538203,,13.600485386266529,11.466562506738184,,,,,,,,,,,,,277.9889895831855,979.7334162682274,57.113419954748935
2026-01-07 02:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.435383959639523,24.360880277782236,,13.20661635516967,10.619082453668707,,,,,,,,,,,,,283.46495942527366,981.4688881976642,58.968314785677144
2026-01-07 02:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.56841839284021,24.816745504991317,,13.94732261213131,10.327900904460737,,,,,,,,,,,,,291.72359249167414,936.202104668845,73.64673617524343
2026-01-07 02:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.378133398074777,24.843229644984923,,13.25293030330068,10.812642118274406,,,,,,,,,,,,,314.4181560730647,976.0175299982241,74.55354348878211
2026-01-07 03:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.32448618398416,24.38716966495049,,13.259180881944,10.581523246001126,,,,,,,,,,,,,264.6207101570284,993.2302909053211,77.3461161276026
2026-01-07 03:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.460450793394173,24.38811154697726,,12.807560922613632,10.817511734714433,,,,,,,,,,,,,295.7709911231157,996.9319047436894,72.48853166472769
2026-01-07 03:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.331714559972227,24.680655140250504,,13.29859440740137,12.152773385402991,,,,,,,,,,,,,286.85389422186546,1002.3559057672635,68.27664181714421
2026-01-07 03:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.570315242812516,24.33610446703062,,14.38053109318775,11.562863282649307,,,,,,,,,,,,,317.37538680855016,993.950349597631,73.00534490300817
2026-01-07 04:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.51560945409117,24.966473304020948,,13.895825943819638,11.841340941554778,,,,,,,,,,,,,295.6151479073146,1037.901671559186,79.27319030981607
2026-01-07 04:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.42874418546334,24.844987719645456,,14.160306034185195,12.372802263276888,,,,,,,,,,,,,310.6639152218044,1035.97492224824,73.34901572787084
2026-01-07 04:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.444383256024437,25.050101755488853,,14.200307981098897,12.477309905977013,,,,,,,,,,,,,299.47021533567903,1007.8248868670054,74.34741220138785
2026-01-07 04:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.43716744320054,24.38102411824766,,13.889087539005596,11.641562427858034,,,,,,,,,,,,,316.8366875393917,992.8772887887211,71.44665133370859
2026-01-07 05:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.929015213003606,24.539081209588495,,13.829448659296354,12.596133973770758,,,,,,,,,,,,,323.1775994840002,1055.8033220384452,73.08083071218206
2026-01-07 05:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.491994629494386,25.363458530787483,,14.021162347397423,12.153869440181762,,,,,,,,,,,,,302.8861170966021,1005.4788121371237,83.52925248057912
2026-01-07 05:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.345821467400896,24.553738599738736,,14.318540768031019,11.98455301153336,,,,,,,,,,,,,310.2228244560401,1041.7324458500773,81.84424622013687
2026-01-07 05:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.420344994310046,24.286768301682013,,14.224650953231134,12.216767306699468,,,,,,,,,,,,,288.5661325393732,1056.7476077578028,73.89050013101524
2026-01-07 06:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.659857445759965,25.32266473781406,,14.245986105883466,11.287186690367049,,,,,,,,,,,,,314.5809968044259,999.9697412684372,74.35210616606079
2026-01-07 06:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.44413547707433,25.444629462723423,,14.072789934187279,11.602667269099186,,,,,,,,,,,,,322.7155544141549,1024.3832643428582,76.89999850982898
2026-01-07 06:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.45657449083796,25.18526738785359,,13.597922763402247,11.928818499896014,,,,,,,,,,,,,301.15561627311536,1010.8544424692573,82.31433979650178
2026-01-07 06:45:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.43017978134721,24.438031002616434,,13.830772850412291,12.266424376439787,,,,,,,,,,,,,325.6525575329356,1026.8195375816158,73.42865605662678
2026-01-07 07:00:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.535379097508425,25.24168015322904,,13.461125114482009,11.745836127743255,,,,,,,,,,,,,276.8558943392994,1021.1477471442925,78.07776620665348
2026-01-07 07:15:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.591842732134946,24.574135390741784,,14.396189191771093,11.830200879964089,,,,,,,,,,,,,279.04577608168614,1051.3627591483603,67.67924160875322
2026-01-07 07:30:00,SYS-1,IU-1,IU,cool,False,0,24.0,27.60507876689256,24.87423148860395,,12.796737106236828,12.33247636200917,,,,,,,,,,,,,284.6091360892571,1021.4959232903066,71.56064990575693
