 StrtDate:08-03-2025 StrtTime:12:57:44 EndDate :08-08-2025 EndTime :18:48:05 MN Converter:CMS-MNG-E Units   :07 Records :007549 Cycle:060
 Adres:51, Attr:OC, Modl:PUMY-P36/48NKMU1(-BS), Serial No:REDACTED, Ver:550000, SubVer:000000, Capa: 200, Modl:03,TypeCode:D6h,SubNo:  ,Group No:-,Branch No:-, UnitInfo:01_80,02_80,03_80,04_80,05_80,06_80,
 Adres:1, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:036602, SubVer:FFFFFF, Capa:  16, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:2, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:3, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105301, SubVer:FFFFFF, Capa:  10, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:4, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:5, Attr:IC, Modl:PAC-MK*BC, Serial No:REDACTED, Ver:140000, SubVer:FFFFFF, Capa:   5, Modl:FF,TypeCode:92h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
 Adres:6, Attr:IC, Modl:F/P, Serial No:REDACTED, Ver:105604, SubVer:FFFFFF, Capa:   6, Modl:FF,TypeCode:70h,SubNo:  ,Group No:-,Branch No:0, UnitInfo:33_83,
  , , ,OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),OC(051),IC(001),IC(001),IC(001),IC(001),IC(002),IC(002),IC(002),IC(002),IC(003),IC(003),IC(003),IC(003),IC(004),IC(004),IC(004),IC(004),IC(005),IC(005),IC(005),IC(005),IC(006),IC(006),IC(006),IC(006),
8/3/2025,14:39:26,102, 34.6, 35.5, 60.6, 10.1, 35.0, 58.0,331.4,132.3, 1218, 161,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  3.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.0,554.0, 480,  46,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,7, 182,  60,  60, 170,  60, 172,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.1, 14.7,Cool ON, 24.0,  9.5, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 20.7, 10.0, 10.0,Cool ON, 25.5, 22.5, 23.0,Stop, 21.5, 10.3,  9.9,Cool ON,
8/3/2025,14:40:26,103, 35.9, 35.0, 58.2, 10.5, 34.6, 57.2,331.4,132.3, 1413, 206,  3.6, 10.0,OFF ,Cooling, 25.5,  9.0,  4.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.7, 12.1,554.0, 480,  73,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,28,7, 182,  60,  60, 172,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.7, 14.9,Cool ON, 24.0, 10.3, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 20.7, 10.5, 10.5,Cool ON, 25.5, 23.0, 23.0,Stop, 21.5, 10.7, 10.3,Cool ON,
8/3/2025,14:41:26,104, 30.7, 35.0, 57.7,  9.3, 34.6, 56.8,342.8,128.0, 1749, 213,  8.3, 10.0,OFF ,Cooling, 25.5,  9.0,  5.7, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.5, 12.6,550.0, 480,  82,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,30,7, 182,  60,  60, 173,  60, 175,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.9, 14.7,Cool ON, 24.0,  9.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 20.5, 10.0, 10.0,Cool ON, 25.5, 22.5, 22.5,Stop, 21.5,  9.9,  9.5,Cool ON,
8/3/2025,14:42:26,105, 36.8, 36.4, 59.2,  8.1, 35.0, 56.9,352.7,123.7, 1828, 206,  8.3, 10.0,OFF ,Cooling, 25.5,  9.0,  6.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.6, 13.1,549.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,30,7, 182,  60,  60, 172,  60, 175,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  8.9, 14.4,Cool ON, 24.0,  9.1, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 20.7,  9.0,  9.0,Cool ON, 25.5, 22.5, 22.5,Stop, 21.5,  9.1,  8.7,Cool ON,
8/3/2025,14:43:26,106, 34.2, 38.2, 59.4,  9.3, 34.6, 57.0,331.4,132.3, 1127, 146,  8.3, 10.0,OFF ,Cooling, 25.5,  9.0,  2.2, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.0,554.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,20,7, 184,  60,  60,  60,  60, 178,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.7, 14.4,Cool ON, 24.0,  9.5, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2,  9.0,  9.0,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  9.5,  9.5,Cool ON,
8/3/2025,14:44:26,107, 36.4, 37.7, 57.1, 10.5, 35.0, 56.4,328.6,135.1, 1097, 149,  2.2, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.2, 11.9,556.0, 480,  46,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,20,7, 182,  60,  60,  60,  60, 173,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.7, 15.0,Cool ON, 24.0,  9.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 20.7, 13.0, 12.5,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5, 10.7, 10.3,Cool ON,
8/3/2025,14:45:26,108, 35.9, 36.8, 55.3, 10.5, 34.6, 55.7,324.3,133.7, 1086, 149,  2.2, 10.0,OFF ,Cooling, 25.5,  9.0,  1.3, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.2, 11.6,557.0, 480,  46,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,20,7, 182,  60,  60,  60,  60, 173,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.7, 15.4,Cool ON, 24.0, 10.3, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.0, 14.5, 14.5,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5, 10.7, 10.3,Cool ON,
8/3/2025,14:46:26,109, 35.9, 35.9, 54.3, 10.1, 34.6, 55.2,328.6,133.7, 1146, 156,  2.2, 10.0,OFF ,Cooling, 25.5,  9.0,  2.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 11.7,556.0, 480,  54,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,21,7, 182,  60,  60,  60,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.5, 15.4,Cool ON, 24.0, 10.3, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.0, 15.5, 15.5,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5, 10.7, 10.3,Cool ON,
8/3/2025,14:47:26,110, 32.9, 34.6, 53.9, 10.1, 34.2, 54.8,328.6,133.7, 1198, 163,  2.2, 10.0,OFF ,Cooling, 25.5,  9.0,  4.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 11.8,554.0, 480,  58,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,7, 182,  60,  60,  60,  60, 175,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.4, 15.5,Cool ON, 24.0, 10.3, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5, 10.7, 10.3,Cool ON,
8/3/2025,14:48:26,111, 27.0, 34.6, 54.5,  9.3, 34.6, 54.5,342.8,128.0, 1649, 199,  5.7, 10.0,OFF ,Cooling, 25.5,  9.0,  5.7, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.2, 12.6,550.0, 480,  88,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,28,7, 184,  60,  60,  60,  60, 178,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.9, 15.1,Cool ON, 24.0,  9.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.0, 16.0, 16.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  9.9,  9.5,Cool ON,
8/3/2025,14:49:26,112, 22.2, 35.0, 56.5,  8.5, 34.6, 54.8,349.9,126.6, 1704, 197,  5.7, 10.0,OFF ,Cooling, 25.5,  9.0,  6.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  3.4, 12.9,551.0, 480,  88,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,28,7, 184,  60,  60,  60,  60, 178,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.1, 14.7,Cool ON, 24.0,  9.5, 16.6,Stop, 24.0, 22.8, 23.2,Stop, 21.2, 16.5, 16.5,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  9.1,  8.7,Cool ON,
8/3/2025,14:50:26,113, 27.4, 37.3, 57.6,  9.3, 34.6, 55.1,335.7,129.4, 1270, 159, 17.3, 10.0,OFF ,Cooling, 25.5,  9.0,  2.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.6, 12.3,552.0, 480,  59,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,7, 182,  60,  60,  60,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.5, 14.5,Cool ON, 24.0,  9.5, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2, 16.5, 17.0,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5,  9.5,  9.1,Cool ON,
8/3/2025,14:51:26,114, 30.3, 35.5, 57.0,  9.7, 34.6, 54.9,324.3,132.3, 1218, 160, 17.3, 10.0,OFF ,Cooling, 25.5,  9.0,  3.1, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 12.0,555.0, 480,  59,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,7, 182,  60,  60,  60,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.0, 14.3,Cool ON, 24.0,  9.5, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2, 17.0, 17.0,Cool OFF, 25.5, 22.5, 23.0,Stop, 21.5,  9.9,  9.9,Cool ON,
8/3/2025,14:52:26,115, 29.9, 34.6, 55.9, 10.1, 34.2, 54.6,328.6,132.3, 1204, 161,  7.8, 10.0,OFF ,Cooling, 25.5,  9.0,  4.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  2.4, 11.7,556.0, 480,  62,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,22,7, 182,  60,  60,  60,  60, 174,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0, 10.3, 14.4,Cool ON, 24.0,  9.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2, 17.0, 17.0,Cool OFF, 25.5, 22.5, 22.5,Stop, 21.5, 10.3,  9.9,Cool ON,
8/3/2025,14:53:26,116, 27.0, 34.6, 55.9,  8.1, 33.7, 54.5,357.0,119.5, 2363, 251,  7.8, 10.0,OFF ,Cooling, 25.5,  9.0,  7.5, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.7, 13.3,549.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,38,7, 185,  60,  60, 175,  60, 179,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  9.2, 14.4,Cool ON, 24.0,  9.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.7, 10.5, 17.0,Cool ON, 25.5, 22.5, 22.5,Stop, 21.5,  9.1,  8.3,Cool ON,
8/3/2025,14:54:26,117, 31.6, 35.0, 59.6,  5.6, 33.7, 55.1,349.9,113.8, 2176, 231,  8.8, 10.0,OFF ,Cooling, 25.5,  9.0,  6.6, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.3, 12.7,549.0, 480,  42,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,36,7, 184,  60,  60, 175,  60, 178,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  7.1, 13.8,Cool ON, 24.0, 11.9, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2,  7.5, 10.5,Cool ON, 25.5, 22.5, 22.5,Stop, 21.5,  7.5,  7.5,Cool ON,
8/3/2025,14:55:26,118, 29.9, 34.6, 60.6,  8.9, 33.7, 55.3,349.9,113.8, 1995, 210,  8.8, 10.0,OFF ,Cooling, 25.5,  9.0,  7.0, 10.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  4.0, 12.9,548.0, 480,   5,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,  0.0,OFF ,OFF ,OFF ,OFF ,OFF ,Ordinary,100, ON ,OFF ,OFF ,OFF ,OFF ,33,7, 182,  60,  60, 174,  60, 176,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,  60,OFF , 24.0,  6.8, 14.0,Cool ON, 24.0, 13.5, 17.0,Stop, 24.0, 22.8, 23.2,Stop, 21.2,  7.0,  7.0,Cool ON, 25.5, 22.5, 22.5,Stop, 21.5,  7.1,  8.3,Cool ON,
